label,qsm_dynamical_heterogeneity_alpha2_peak,qsm_dynamical_heterogeneity_chi4_peak,qsm_dynamical_heterogeneity_chi4_peak_cutoff,qsm_dynamical_heterogeneity_chi4_peak_lag,qsm_dynamical_heterogeneity_heterogeneity_score,qsm_dynamical_heterogeneity_mobility_cv,qsm_local_order_auc,qsm_local_order_final,qsm_local_order_max,qsm_local_order_mean,qsm_local_order_min,qsm_local_order_std,qsm_mscope_chi4_auc,qsm_mscope_chi4_final,qsm_mscope_chi4_max,qsm_mscope_chi4_mean,qsm_mscope_chi4_min,qsm_mscope_chi4_std,qsm_mscope_cutoff_auc,qsm_mscope_cutoff_final,qsm_mscope_cutoff_max,qsm_mscope_cutoff_mean,qsm_mscope_cutoff_min,qsm_mscope_cutoff_std,qsm_mscope_lag_auc,qsm_mscope_lag_final,qsm_mscope_lag_max,qsm_mscope_lag_mean,qsm_mscope_lag_min,qsm_mscope_lag_std,qsm_mscope_overlap_auc,qsm_mscope_overlap_final,qsm_mscope_overlap_max,qsm_mscope_overlap_mean,qsm_mscope_overlap_min,qsm_mscope_overlap_std,qsm_msd_auc,qsm_msd_final,qsm_msd_max,qsm_msd_mean,qsm_msd_min,qsm_msd_std,qsm_non_gaussian_auc,qsm_non_gaussian_final,qsm_non_gaussian_max,qsm_non_gaussian_mean,qsm_non_gaussian_min,qsm_non_gaussian_std,qsm_rdf_auc,qsm_rdf_final,qsm_rdf_max,qsm_rdf_mean,qsm_rdf_min,qsm_rdf_std,qsm_relaxation_tau_ps,qsm_structure_dynamics_coupling_pearson_r,qsm_structure_dynamics_coupling_spearman_r,qsm_tcf_auc,qsm_tcf_final,qsm_tcf_max,qsm_tcf_mean,qsm_tcf_min,qsm_tcf_std,qsm_vacf_auc,qsm_vacf_final,qsm_vacf_max,qsm_vacf_mean,qsm_vacf_min,qsm_vacf_std
synthetic_glass_demo,0.8570356720054209,0.5971914036817882,0.2,2.0,1.8849755377572033,0.43074846206999423,26.259296138617707,0.4618139659029319,0.48916232328305764,0.33185435273604236,0.11629019462843643,0.09816671371310617,1.863996195248556,0.018593750000000003,0.5971914036817882,0.12709104632186335,0.0005708219836564651,0.19277889726633005,4.65,0.5,0.5,0.3333333333333333,0.2,0.12472191289246472,103.5,20.0,20.0,7.6,1.0,6.945502141674135,5.459322692075857,0.0171875,0.9994066455696202,0.394089999091977,0.00078125,0.39673213650886696,109.29044642670497,9.287785106066579,9.287785106066579,3.675301257410911,0.0,2.944662292687222,21.209784683391664,0.6226602846581466,0.8570356720054209,0.6942295105071205,0.0,0.14977473026063,410.50416291357885,0.7308037575599706,14.851647745075251,5.228692358311205,0.7308037575599706,3.127678292074406,0.27932987342487636,0.16988049676549583,0.2635531135531135,14.19521203968649,-0.19518282160707476,1.0,0.47089098802848256,-0.19518282160707476,0.36854296807650055,3.545667301939708,-0.18438410875726702,1.0,0.12753145959874437,-0.1858648346741534,0.34372284994183244
