wavenumber_cm-1,intensity
2437.395659432387,7.346297939057511e-95
2443.405676126878,1.367356337167295e-97
2449.415692821369,2.3252934035792333e-100
2455.4257095158596,3.6129062575499324e-103
2461.4357262103504,5.128832416064488e-106
2467.4457429048416,6.652167959708942e-109
2473.4557595993324,7.8829865454380075e-112
2479.465776293823,8.53495520976069e-115
2485.475792988314,8.442957229144935e-118
2491.4858096828048,7.630813052692195e-121
2497.4958263772955,6.301296574519e-124
2503.5058430717863,4.754139366456927e-127
2509.515859766277,3.2771534627762544e-130
2515.525876460768,2.063975468166906e-133
2521.5358931552587,1.1876683002214776e-136
2527.5459098497495,6.244083192322253e-140
2533.5559265442403,2.9993357101604613e-143
2539.565943238731,1.3163287221883894e-146
2545.575959933222,5.278208222560088e-150
2551.5859766277126,1.9337109744136635e-153
2557.595993322204,6.472610701070829e-157
2563.6060100166947,1.9794762420893518e-160
2569.6160267111854,5.531004123653622e-164
2575.6260434056762,1.412019039365491e-167
2581.636060100167,3.2935177242154843e-171
2587.646076794658,7.018791461229709e-175
2593.6560934891486,1.3666193166270006e-178
2599.6661101836394,2.4311718180555798e-182
2605.67612687813,3.9515422739056105e-186
2611.686143572621,5.868140369371851e-190
2617.6961602671117,7.961909506533729e-194
2623.7061769616025,9.869993401073754e-198
2629.7161936560933,1.11789076721279e-201
2635.726210350584,1.156817255500347e-205
2641.736227045075,1.0937373138960316e-209
2647.746243739566,9.448093472683483e-214
2653.756260434057,7.456898222594811e-218
2659.7662771285477,5.377186897365037e-222
2665.7762938230385,3.5427045060553914e-226
2671.7863105175293,2.1325420799545383e-230
2677.79632721202,1.172851887827471e-234
2683.806343906511,5.893477295264069e-239
2689.8163606010016,2.7057205497629706e-243
2695.8263772954924,1.1349510926106956e-247
2701.836393989983,4.3496492388137844e-252
2707.846410684474,1.5230501620746087e-256
2713.856427378965,4.872558476634058e-261
2719.8664440734556,1.424238739362651e-265
2725.8764607679464,3.803569978000149e-270
2731.8864774624376,9.280746473815025e-275
2737.8964941569284,2.0689847475397663e-279
2743.906510851419,4.214338899034763e-284
2749.91652754591,7.79313087307755e-284
2755.9265442404007,3.836233764612076e-279
2761.9365609348915,1.7253825828148416e-274
2767.9465776293823,7.090039221974147e-270
2773.956594323873,2.661918457310372e-265
2779.966611018364,9.131113461827962e-261
2785.9766277128547,2.861775839570628e-256
2791.9866444073455,8.194649226270119e-252
2797.9966611018363,2.1439171849972818e-247
2804.006677796327,5.124700916431878e-243
2810.016694490818,1.1192108854020111e-238
2816.0267111853086,2.2332544507104276e-234
2822.0367278798,4.071433753499268e-230
2828.0467445742906,6.781713196056892e-226
2834.0567612687814,1.0320823413048065e-221
2840.066777963272,1.4350669331465853e-217
2846.076794657763,1.8231099001949233e-213
2852.086811352254,2.1161011501022588e-209
2858.0968280467446,2.2441034780673397e-205
2864.1068447412354,2.1743638360970536e-201
2870.116861435726,1.9248834370506798e-197
2876.126878130217,1.5568957628395624e-193
2882.1368948247077,1.1505288669340587e-189
2888.1469115191985,7.768163976941235e-186
2894.1569282136893,4.7920587199845095e-182
2900.16694490818,2.700901583965748e-178
2906.1769616026713,1.3908435149258717e-174
2912.186978297162,6.543809712917325e-171
2918.196994991653,2.8129754117526378e-167
2924.2070116861437,1.1048010843723642e-163
2930.2170283806345,3.964469942476979e-160
2936.2270450751253,1.2997776024321837e-156
2942.237061769616,3.89346119296291e-153
2948.247078464107,1.0655787068112702e-149
2954.2570951585976,2.664514564818112e-146
2960.2671118530884,6.087423904530417e-143
2966.277128547579,1.270667359587297e-139
2972.28714524207,2.423332934178443e-136
2978.2971619365608,4.222573102723978e-133
